Region,,,China,EU27,India,RoW,Russia,USA
Level,,,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category
Item,,,Final consumption,Final consumption,Final consumption,Final consumption,Final consumption,Final consumption
India,Commodity,Other land transportation services,12.036627281,159.347520723,46552.436991,133.119713032,8.167948855999999,16.41378298
India,Commodity,Other non-ferrous metal ores and concentrates,0.0,0.0,100950.6014,0.0,0.0,0.0
India,Commodity,Other non-ferrous metal products,62.42597355,3727.113224828,969650.25488,16872.694552085,131.6182033,467.4240412
India,Commodity,Other non-metallic mineral products,305.1006509,124346.363026938,2300515.9456061,104699.03773735,6544.1179376,30279.8337299
India,Commodity,Other services (93),2.000178417,7.890732703,645.0902205550001,9.849385957,0.0,1.006824786
India,Commodity,Other transport equipment (35),7.0500678080000005,249.720654053,9302.623602939,3384.659413148,16.5129922,68.166209688
India,Commodity,Other waste for treatment: waste water treatment,0.0,0.0,42680471.839,0.0,0.0,0.0
India,Commodity,Oxygen Steel Furnace Gas,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,P- and other fertiliser,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Paddy rice,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Paper and paper products,220.3983685300034,9739.465795435,2339134.3764,135793.197499982,1116.536220933,8205.72013419
India,Commodity,Paper and wood waste for treatment: composting and land application,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Paper for treatment: landfill,0.0,0.0,1101322.6861,0.0,0.0,0.0
India,Commodity,Paper waste for treatment: biogasification and land application,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Paper waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Paraffin Waxes,0.0,0.0,94510.19116,0.0,0.0,0.0
India,Commodity,Patent Fuel,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Peat,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Petroleum Coke,0.0,0.0,5274169.984,0.0,0.0,0.0
India,Commodity,Pigs,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Plant-based fibers,584.5175406000001,17602.026768126,0.0,534.459174798,0.0,0.0
India,Commodity,Plastic waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Plastic waste for treatment: landfill,167.909679843,11356.122182996,2526150.5917,3461.896715895,94.471059141,3877.282215
India,Commodity,Plastics; basic,18372.9144555,177150.193744641,672485.682124,224784.196972093,1664.83645297,800.6406008
India,Commodity,Post and telecommunication services (64),2.6202490310000006,188.500661468,8917.183573,204.364156562,23.227456689,21.36933324
India,Commodity,Poultry,0.0,0.0,944690.7851,3457.34475784,0.0,0.0
India,Commodity,Precious metal ores and concentrates,0.0,0.020452873,26.40763114,0.008695419,0.0,0.0
India,Commodity,Precious metals,0.000416047,0.2492497698898301,115.663935348,1.15734418700035,4.3600000000000004e-07,0.148391748
India,Commodity,Printed matter and recorded media (22),88.934932043,12325.407075211,1252831.78659,41922.499273902,792.34683909,11560.60447866
India,Commodity,Private households with employed persons (95),139.0725864,20.304048019,7933.84782,4277.8212659,0.0,1338.349527
India,Commodity,Processed rice,0.0,45793.204827657,53973676.6282,877823.242664732,6.970753091000001,412.804130166
India,Commodity,Products of forestry; logging and related services (02),54320.90461755,676291.470752776,303974766.9345492,2047056.6166546908,36106.008867471,51127.9226012
India,Commodity,Products of meat cattle,7.130689906,0.929752048205,497422.632402,1527.298782809,0.001807675,0.0
India,Commodity,Products of meat pigs,0.004536282,2.476129310720025,112098.0924466,210.5965532537,0.018464992,0.00352339
India,Commodity,Products of meat poultry,0.616067005,0.0,607961.564811,470.798773598,0.0,0.0
India,Commodity,Public administration and defence services; compulsory social security services (75),36.330781331,119.601982136,103956.09363,207.19775671,14.41307393,35.55105157
India,Commodity,Pulp,7.3047715,17.12289425993,59227.954527,3.926919212000042,35.292775291,3.64544427
India,Commodity,Radio; television and communication equipment and apparatus (32),16094.5960314,104780.278703325,2106030.7446,279622.46045123704,8843.8529886,29965.8268427
India,Commodity,Railway transportation services,5.963050347,41.954124898,4815.3526179,39.527386148,4.264148543999999,0.858773302
India,Commodity,Raw milk,0.0,0.0,11234696.71973,0.0,0.0,0.0
India,Commodity,Real estate services (70),116.906614822,982.517250291,57623.63407,977.253065558,7.482488885,214.5110621
India,Commodity,Recreational; cultural and sporting services (92),5.187048932,40.73776351,834.67456851,29.27736113,2.897785975,3.052668321
India,Commodity,Refinery Feedstocks,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Refinery Gas,0.0,0.0,1.86e-09,0.0,0.0,0.0
India,Commodity,Renting services of machinery and equipment without operator and of personal and household goods (71),14.703357995999998,64.68891024070001,336.51466164,59.465900846,0.0,10.82115893
India,Commodity,Research and development services (73),29.4660549,398.355237868,8632.914363,369.96687628,7.845804263,33.34671729
India,Commodity,Retail  trade services; except of motor vehicles and motorcycles; repair services of personal and household goods (52),21.38680051,23.950204681,28003.316570000003,59.93508335,12.942513744,5.035442776
India,Commodity,Retail trade services of motor fuel,0.442853346,1.798474709,307.086130443,0.661041714,0.168552827,0.020587926
India,Commodity,Rubber and plastic products (25),392.40261532,5265.560688801,923340.01268,17044.9953861477,312.444847272,2717.78555502
India,Commodity,Sale; maintenance; repair of motor vehicles; motor vehicles parts; motorcycles; motor cycles parts and accessoiries,8.374084247999999,47.980533672,9902.16534762,39.120323042,2.389292437,9.097900763
India,Commodity,Sand and clay,152513.8783,581058.611909736,592946.9455,1205943.4205030808,145386.8722335,1060.48924922
India,Commodity,Sea and coastal water transportation services,24.820183254000003,106.098468848,264.20420703,193.88699013,5.735716203,99.83393015
India,Commodity,Secondary aluminium for treatment; Re-processing of secondary aluminium into new aluminium,0.0,352.900947929,-4.054e-14,631.226895751,0.388471815,2861.452825
India,Commodity,Secondary construction material for treatment; Re-processing of secondary construction material into aggregates,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Secondary copper for treatment; Re-processing of secondary copper into new copper,0.0,4.175308324,0.0,14.65626913,0.582156608,0.0
India,Commodity,Secondary glass for treatment; Re-processing of secondary glass into new glass,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Secondary lead for treatment; Re-processing of secondary lead into new lead,0.420481729,1.72209117,0.0,3.793083003,0.0397145479999999,10.4880722
India,Commodity,Secondary other non-ferrous metals for treatment; Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0,13.10705088,-4.277e-16,45.766069111,0.115183399,11.94565926
India,Commodity,Secondary paper for treatment; Re-processing of secondary paper into new pulp,2710.903812107,19887.8847443,329250.50676,180096.13677232902,551.7659626530001,121223.5375
India,Commodity,Secondary plastic for treatment; Re-processing of secondary plastic into new plastic,111.939786562,7570.748121687,12297.7470889,2307.9311436339,62.980706094,2584.85481
India,Commodity,Secondary preciuos metals for treatment; Re-processing of secondary preciuos metals into new preciuos metals,0.0,0.0,0.0,8.311e-06,0.0,3.48e-05
India,Commodity,Secondary raw materials,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Secondary steel for treatment; Re-processing of secondary steel into new steel,189.2493818,749.5014590979999,38418.250327,3640.27005164,242.571194779,1459.696186
India,Commodity,Services auxiliary to financial intermediation (67),6.067859911999999,24.876535321,5983.815444,61.827634925,3.456350892,28.34241643
India,Commodity,Sewage sludge for treatment: biogasification and land application,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Steam and hot water supply services,0.0,0.0,230.0703021,0.0,0.0,0.0
India,Commodity,Steam reformer,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Stone,156074.7433,58557.103277384,1713844.192,320345.59329899703,70.30719572400001,15.01975064
India,Commodity,Sub-Bituminous Coal,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Sugar,1168.283273813,35782.0319975362,27968705.4783,2067909.5472106407,654.540516629,892.2116015099999
India,Commodity,Sugar cane; sugar beet,0.0,0.0,12408331.392,0.0,0.0,0.0
India,Commodity,Supporting and auxiliary transport services; travel agency services (63),4.385646258,42.522520649,2237.7172299000003,23.775017485,2.119145335,1.175383729
India,Commodity,Textiles (17),5237.271713369999,141928.25469050292,4371738.55576,409510.947585557,2709.11973754,149329.3633334
India,Commodity,Textiles waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Textiles waste for treatment: landfill,0.0,0.0,123193.824763,0.0,0.0,0.0
India,Commodity,Tobacco products (16),12.32563315,323.446355571,394454.9019675001,10745.617652348,93.614578108,637.7478295029999
India,Commodity,Transmission services of electricity,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Transportation services via pipelines,0.219152457,9.6005984862,94.4809245586,3.922903226353,0.0772025185799999,0.247021136
India,Commodity,Uranium and thorium ores (12),0.0,0.0,2574.684048000004,0.0,0.0,0.0
India,Commodity,Vegetables; fruit; nuts,13155.04870255,46253.866164003,31465506.26983,309811.503434765,4170.180842474,79848.8885347
India,Commodity,Wearing apparel; furs (18),1775.66725082,75405.634899274,527684.76266,95437.943039426,2579.075119455,55468.3619695
India,Commodity,Wheat,0.0,0.86972495,69683977.423,6005.467999746001,0.0,1.945639616
India,Commodity,White Spirit & SBP,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Wholesale trade and commission trade services; except of motor vehicles and motorcycles (51),11.386948406,15.296413987,14525.7169896,66.726693445,7.845145453,1.734352138
India,Commodity,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),49.998513224,13765.374053958,2193850.0388056,56420.809520596,894.83814070617,17007.1277927
India,Commodity,Wood material for treatment; Re-processing of secondary wood material into new wood material,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Wood waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0,0.0
India,Commodity,Wood waste for treatment: landfill,0.0,0.0,124814.4728411,0.0,0.0,0.0
India,Commodity,Wool; silk-worm cocoons,0.298755295,0.3384583650367,6098.609377229,7.1475504770107,0.0,2.781593334
India,Commodity,products of Vegetable oils and fats,5220.4151555,44217.346566363216,1745362.75565,894886.49835587,5548.150967161,33504.2016058
RoW,Commodity,Additives/Blending Components,0.0,0.06250576372,0.0,-396200.537327584,0.0,8.469e-05
RoW,Commodity,Air transport services (62),762.1438554749999,7343.10635947,613.864400543,104635.040304625,981.437714115,4015.796243402
RoW,Commodity,Aluminium and aluminium products,7335.751137497,147642.0334182283,44803.31631786001,347574.462302237,3193.154944002,16427.598748941
RoW,Commodity,Aluminium ores and concentrates,34779.772636719,268871.42544056097,0.0,56828024.74985618,84266.471361109,3357.434740918
RoW,Commodity,Animal products nec,30781.837946610387,39836.35803134007,1288.944265638,328827.21732344734,3299.8654004836244,35379.72760986
RoW,Commodity,Anthracite,0.0,55648.51374819301,0.0,-561470.0873746319,331.512642159,24210.26530482
RoW,Commodity,Ash for treatment; Re-processing of ash into clinker,0.0,0.0,0.0,341713.3934767,0.0,0.0
RoW,Commodity,Aviation Gasoline,6.5654e-13,3386.1956318080006,1.7534e-12,-142859.403232513,0.0,525.3773431540001
RoW,Commodity,BKB/Peat Briquettes,0.0,127134.491422216,0.0,983910.192588789,0.0,0.0
RoW,Commodity,Basic iron and steel and of ferro-alloys and first products thereof,41979.948412098,476839.128704678,930518.4114665232,14318440.535342982,399.352094846,73117.129906606
RoW,Commodity,Beverages,61606.005349032006,176049.46608457103,17084.684096166002,14443191.306461783,95102.425839077,606789.0255070641
RoW,Commodity,Biodiesels,22594.479003892,545762.2973635043,2403.96488452,1315436.5982687264,21297.602719386,6655.91114459
RoW,Commodity,Biogas,0.0,0.0,0.0,1129565.0106287,0.0,0.0
RoW,Commodity,Biogasoline,0.0,53796.914561873,0.0,4887302.128395638,0.0,33264.4270346
RoW,Commodity,Bitumen,254566.816961393,314513.242950591,12600.125464638,8407382.858204868,3271.593941841,185089.399341942
RoW,Commodity,Blast Furnace Gas,0.0,0.0,0.0,159014252.00001,0.0,0.0
RoW,Commodity,Bottles for treatment; Recycling of bottles by direct reuse,0.0,0.0,0.0,318272.80348217976,0.0,0.0
RoW,Commodity,Bricks; tiles and construction products; in baked clay,1059.056071211,3530.038888591924,618.5298608869999,635569.7848893118,2247.506905617,150.786785113
RoW,Commodity,Cattle,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Cement; lime and plaster,12936.39178322,29705.810336923,61557.33106418,2430048.7691714102,38486.165571309,11067.541147892998
RoW,Commodity,Ceramic goods,42229.339092471,815640.8176383959,1776.646418651,5936556.040216646,98715.28483934498,556807.082922985
RoW,Commodity,Cereal grains nec,443630.2200206665,1261284.2475008082,41071.183665501,24925226.56628343,409.9406729944,110362.218818296
RoW,Commodity,Charcoal,26846.805392756003,285433.408033294,0.0,36055542.27948109,0.0,0.0
RoW,Commodity,Chemical and fertilizer minerals; salt and other mining and quarrying products n.e.c.,257358.437320969,197779.3213336615,0.0,3877498.140021012,42650.351652684,1232.749358807
RoW,Commodity,Chemicals nec,2608932.1289191744,35435025.919383794,6933699.442992119,88459435.1293999,566351.920691096,13285539.47173902
RoW,Commodity,Coal Tar,57888.355673,403809.52809069,0.0,-28776.59308210713,0.0,0.0
RoW,Commodity,Coke Oven Coke,7423.434228972001,75565.818496518,0.0,-1060775.016969884,0.658055102,2471.635725652
RoW,Commodity,Coke oven gas,0.0,0.0,0.0,8686533.20702,0.0,0.0
RoW,Commodity,Coking Coal,2353708.3018836,8789486.406888554,9004.461949709,10642810.050941058,0.024609884,4.46491e-11
RoW,Commodity,Collected and purified water; distribution services of water (41),0.0,0.0,0.0,30279.235979710706,0.0,0.0
RoW,Commodity,Computer and related services (72),531.265404673,231.932250857,225.813658517,127011.486665915,0.0,528.7146924250001
RoW,Commodity,Construction work (45),2488.671245998,9136.952542533,459.707053843,2851901.52986617,1894.470462189,1386.998417874
RoW,Commodity,Copper ores and concentrates,157309.11413235,172237.66523249997,291.06538991900004,2506111.66490748,0.0,0.0
RoW,Commodity,Copper products,7319.879190342001,2610.896662504547,11432.097142696,72297.7535732667,643.481386412,498.425091296
RoW,Commodity,Crops nec,94291.00193622202,3534471.555045035,71330.566698667,1831233.633705208,30849.677559666,10671.620398828
RoW,Commodity,Crude petroleum and services related to crude oil extraction; excluding surveying,372055.70624849567,73475257.9193505,0.0,-84470088.1953872,0.0,122764.296009271
RoW,Commodity,Dairy products,146557.490684477,407078.51315954345,10295.959522829,18787565.562826887,163327.9854698647,98322.297201798
RoW,Commodity,Distribution and trade services of electricity,0.0,0.0,0.0,52283.09110111297,0.0,0.0
RoW,Commodity,Distribution services of gaseous fuels through mains,0.0,0.0,0.0,46513.6517215985,0.0,0.0
RoW,Commodity,Education services (80),935.472956079,3683.593747193,118.075468923,1047290.517933344,51.644823925,862.076085394
RoW,Commodity,Electrical machinery and apparatus n.e.c. (31),826098.98676397,1499098.2959620089,195581.111016755,19608458.94575825,191998.53501481505,1775751.38791073
RoW,Commodity,Electricity from fossil fuels,18643.92836861,8906.748839569,0.0,6797010.692977408,330.204828017,18922.0960555
RoW,Commodity,Electricity from nuclear,800.5486574999999,2903.15497228,0.0,606757.341566188,75.183835324,11392.2516773
RoW,Commodity,Electricity from renewables,5235.950569566,30243.410495813,0.0,1983368.599390289,92.769799481,47812.556768574
RoW,Commodity,Electrolyser,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Ethane,0.0,130596.516299,0.0,8671216.794236,0.0,23741.456264
RoW,Commodity,Extra-territorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Commodity,Fabricated metal products; except machinery and equipment (28),85328.469549223,1278212.089027383,188936.549121102,24233136.72312388,1017323.1642367508,622388.1000461399
RoW,Commodity,Financial intermediation services; except insurance and pension funding services (65),157.34083836399998,5665.19752841,607.649597103,267950.195844427,24.365116567,2904.030303823
RoW,Commodity,Fish and other fishing products; services incidental of fishing (05),60793.82885481027,451045.9936044949,19797.542456078,5731679.4259813,188990.62458844003,168864.397228526
